page,column,type,text,bbox,fingerprint
7,2,text_line,"2""W","{""x1"": 301.4806823730469, ""y1"": 528.7777709960938, ""x2"": 325.36676025390625, ""y2"": 540.9666137695312}",7-2500199747
7,1,text_line,"2""W","{""x1"": 175.49388122558594, ""y1"": 522.2322387695312, ""x2"": 199.3199920654297, ""y2"": 534.3021850585938}",7-2500199747
7,4,text_line,G,"{""x1"": 590.7596435546875, ""y1"": 317.7523498535156, ""x2"": 600.3043823242188, ""y2"": 329.9420166015625}",7-577883298291
7,4,text_line,G,"{""x1"": 596.6322631835938, ""y1"": 198.3295440673828, ""x2"": 608.7022094726562, ""y2"": 207.719970703125}",7-577883298291
7,4,text_line,G,"{""x1"": 545.4561157226562, ""y1"": 121.61805725097656, ""x2"": 554.9985961914062, ""y2"": 133.80592346191406}",7-577883298291
7,3,text_line,G,"{""x1"": 419.48956298828125, ""y1"": 115.07233428955078, ""x2"": 428.8800048828125, ""y2"": 127.14229583740234}",7-577883298291
7,2,text_line,G,"{""x1"": 293.48956298828125, ""y1"": 115.31232452392578, ""x2"": 302.8800048828125, ""y2"": 127.38228607177734}",7-577883298291
7,1,text_line,G,"{""x1"": 167.48956298828125, ""y1"": 115.55231475830078, ""x2"": 176.87998962402344, ""y2"": 127.62227630615234}",7-577883298291
7,1,text_line,PUG,"{""x1"": 138.0, ""y1"": 142.19232177734375, ""x2"": 164.15560913085938, ""y2"": 154.2622833251953}",7-689622691035
7,2,text_line,PUG,"{""x1"": 264.0, ""y1"": 142.07232666015625, ""x2"": 290.1556091308594, ""y2"": 154.1422882080078}",7-689622691035
7,1,text_line,PUG,"{""x1"": 199.56439208984375, ""y1"": 540.2322387695312, ""x2"": 225.72000122070312, ""y2"": 552.3021850585938}",7-689622691035
7,2,text_line,TUG,"{""x1"": 283.040283203125, ""y1"": 151.31231689453125, ""x2"": 308.5199890136719, ""y2"": 163.3822784423828}",7-348178433127
7,1,text_line,TUG,"{""x1"": 157.02784729003906, ""y1"": 158.21783447265625, ""x2"": 182.56402587890625, ""y2"": 170.40750122070312}",7-348178433127
7,4,text_line,"2""W","{""x1"": 599.7132568359375, ""y1"": 234.71343994140625, ""x2"": 623.599365234375, ""y2"": 246.90228271484375}",7-2500199747
7,5,text_line,"2""W","{""x1"": 663.9522705078125, ""y1"": 158.81396484375, ""x2"": 676.022216796875, ""y2"": 182.6400146484375}",7-2500199747
7,5,text_line,"2""W","{""x1"": 664.0723876953125, ""y1"": 32.7666130065918, ""x2"": 676.2632446289062, ""y2"": 56.65373992919922}",7-2500199747
7,9,text_line,"2""W","{""x1"": 1094.453857421875, ""y1"": 858.352294921875, ""x2"": 1118.280029296875, ""y2"": 870.4222412109375}",7-2500199747
7,8,text_line,"2""W","{""x1"": 968.4406127929688, ""y1"": 865.3778076171875, ""x2"": 992.3267211914062, ""y2"": 877.5665893554688}",7-2500199747
7,6,text_line,"2""W","{""x1"": 842.453857421875, ""y1"": 858.9522705078125, ""x2"": 866.2799682617188, ""y2"": 871.022216796875}",7-2500199747
7,5,text_line,"2""W","{""x1"": 716.4406127929688, ""y1"": 865.8577880859375, ""x2"": 740.3267211914062, ""y2"": 878.0465698242188}",7-2500199747
7,5,text_line,"2""W","{""x1"": 663.2322387695312, ""y1"": 795.2938842773438, ""x2"": 675.3021850585938, ""y2"": 819.1199951171875}",7-2500199747
7,5,text_line,"2""W","{""x1"": 663.3522338867188, ""y1"": 669.2938842773438, ""x2"": 675.4221801757812, ""y2"": 693.1199951171875}",7-2500199747
7,5,text_line,"2""W","{""x1"": 663.4722290039062, ""y1"": 543.2939453125, ""x2"": 675.5421752929688, ""y2"": 567.1199951171875}",7-2500199747
7,5,text_line,"2""W","{""x1"": 663.5923461914062, ""y1"": 417.24658203125, ""x2"": 675.783203125, ""y2"": 441.13372802734375}",7-2500199747
7,5,text_line,"2""W","{""x1"": 663.7122192382812, ""y1"": 291.2939453125, ""x2"": 675.7821655273438, ""y2"": 315.1199951171875}",7-2500199747
7,10,text_line,"1""W","{""x1"": 1166.751220703125, ""y1"": 1147.3604736328125, ""x2"": 1178.942138671875, ""y2"": 1171.24755859375}",7-683764258786
7,10,text_line,"2""W","{""x1"": 1165.9134521484375, ""y1"": 920.3206787109375, ""x2"": 1178.1021728515625, ""y2"": 944.206787109375}",7-2500199747
7,2,text_line,"6""ST","{""x1"": 301.55999755859375, ""y1"": 671.1522827148438, ""x2"": 329.4174499511719, ""y2"": 683.2222290039062}",7-454865628387
7,4,text_line,"6""ST","{""x1"": 508.5196228027344, ""y1"": 670.6723022460938, ""x2"": 536.4288940429688, ""y2"": 682.8622436523438}",7-454865628387
7,4,text_line,"6""ST","{""x1"": 616.792236328125, ""y1"": 545.2625732421875, ""x2"": 628.8621826171875, ""y2"": 573.1199951171875}",7-454865628387
7,4,text_line,"6""ST","{""x1"": 616.4322509765625, ""y1"": 419.2512512207031, ""x2"": 628.6221923828125, ""y2"": 447.1603698730469}",7-454865628387
7,4,text_line,"6""ST","{""x1"": 616.312255859375, ""y1"": 215.86256408691406, ""x2"": 628.3822021484375, ""y2"": 243.719970703125}",7-454865628387
7,2,text_line,PUG,"{""x1"": 273.4720458984375, ""y1"": 610.0722045898438, ""x2"": 285.6622009277344, ""y2"": 636.2831420898438}",7-689622691035
7,1,text_line,TUG,"{""x1"": 171.47999572753906, ""y1"": 566.9923095703125, ""x2"": 196.95968627929688, ""y2"": 579.062255859375}",7-348178433127
7,2,text_line,TUG,"{""x1"": 289.4977722167969, ""y1"": 572.8359985351562, ""x2"": 301.6873779296875, ""y2"": 598.3721923828125}",7-348178433127
7,11,text_line,"6""ST","{""x1"": 1264.6177978515625, ""y1"": 756.5596923828125, ""x2"": 1276.8076171875, ""y2"": 784.4689331054688}",7-454865628387
7,4,text_line,"6""ST","{""x1"": 522.0796508789062, ""y1"": 137.8724365234375, ""x2"": 549.9888916015625, ""y2"": 150.06219482421875}",7-454865628387
7,4,text_line,"6""ST","{""x1"": 616.3123779296875, ""y1"": 53.46251678466797, ""x2"": 628.5023193359375, ""y2"": 81.37163543701172}",7-454865628387
7,5,text_line,"6""ST","{""x1"": 689.2396240234375, ""y1"": 670.1923217773438, ""x2"": 717.14892578125, ""y2"": 682.3822021484375}",7-454865628387
7,6,text_line,"6""ST","{""x1"": 815.2396240234375, ""y1"": 669.7122802734375, ""x2"": 843.1488647460938, ""y2"": 681.9022216796875}",7-454865628387
7,8,text_line,"6""ST","{""x1"": 1013.8396606445312, ""y1"": 668.7523193359375, ""x2"": 1041.7486572265625, ""y2"": 680.9421997070312}",7-454865628387
7,10,text_line,"6""ST","{""x1"": 1139.839599609375, ""y1"": 668.2722778320312, ""x2"": 1167.7486572265625, ""y2"": 680.4622192382812}",7-454865628387
7,12,text_line,57.5',"{""x1"": 1376.482177734375, ""y1"": 856.3131713867188, ""x2"": 1402.4422607421875, ""y2"": 868.7430419921875}",7-743206186482
7,13,text_line,R25.0',"{""x1"": 1446.9130859375, ""y1"": 1358.03369140625, ""x2"": 1481.6256103515625, ""y2"": 1370.7005615234375}",7-487514206685
7,11,text_line,24.6',"{""x1"": 1268.81787109375, ""y1"": 1315.8760986328125, ""x2"": 1281.0087890625, ""y2"": 1341.7259521484375}",7-310296104220
7,3,text_line,127.0',"{""x1"": 364.19329833984375, ""y1"": 1126.0810546875, ""x2"": 376.74169921875, ""y2"": 1158.759765625}",7-688081636531
7,14,text_line,25.0',"{""x1"": 1525.187255859375, ""y1"": 858.1124267578125, ""x2"": 1551.0372314453125, ""y2"": 870.3033447265625}",7-213015075422
7,1,text_line,18.0',"{""x1"": 115.39596557617188, ""y1"": 610.9111938476562, ""x2"": 141.24595642089844, ""y2"": 623.1022338867188}",7-494539923926
7,4,text_line,18.0',"{""x1"": 488.3999938964844, ""y1"": 858.1123046875, ""x2"": 514.1935424804688, ""y2"": 870.1822509765625}",7-494539923926
7,4,text_line,16.5',"{""x1"": 522.4359741210938, ""y1"": 234.1111602783203, ""x2"": 548.2860717773438, ""y2"": 246.30218505859375}",7-439266711221
7,4,text_line,29.0',"{""x1"": 577.497802734375, ""y1"": 301.1560363769531, ""x2"": 589.6887817382812, ""y2"": 327.0060119628906}",7-565667504047
7,3,text_line,16.0',"{""x1"": 408.2977600097656, ""y1"": 162.3599853515625, ""x2"": 420.36773681640625, ""y2"": 188.15338134765625}",7-141290226427
7,3,text_line,18.0',"{""x1"": 438.5999755859375, ""y1"": 108.11225128173828, ""x2"": 464.3934631347656, ""y2"": 120.18221282958984}",7-494539923926
7,4,text_line,5.0',"{""x1"": 522.7807006835938, ""y1"": 162.47186279296875, ""x2"": 541.939208984375, ""y2"": 174.66226196289062}",7-182416417160
7,4,text_line,5.0',"{""x1"": 503.45782470703125, ""y1"": 146.82070922851562, ""x2"": 515.6483154296875, ""y2"": 165.97938537597656}",7-182416417160
7,1,text_line,18.0',"{""x1"": 213.239990234375, ""y1"": 977.5122680664062, ""x2"": 239.03350830078125, ""y2"": 989.5822143554688}",7-494539923926
7,1,text_line,16.0',"{""x1"": 179.69776916503906, ""y1"": 929.52001953125, ""x2"": 191.76773071289062, ""y2"": 955.3135375976562}",7-141290226427
7,8,text_line,274.4',"{""x1"": 984.1199951171875, ""y1"": 400.43231201171875, ""x2"": 1016.6242065429688, ""y2"": 412.5022888183594}",7-254105294045
7,19,text_line,NORTH ARROW,"{""x1"": 2107.43994140625, ""y1"": 1461.651123046875, ""x2"": 2223.921630859375, ""y2"": 1476.737548828125}",7-546437364161
7,19,text_line,20',"{""x1"": 2157.9599609375, ""y1"": 1495.4329833984375, ""x2"": 2173.705078125, ""y2"": 1507.5020751953125}",7-692556335679
7,20,text_line,40',"{""x1"": 2230.079833984375, ""y1"": 1495.4329833984375, ""x2"": 2245.705078125, ""y2"": 1507.5020751953125}",7-280643450127
7,19,text_line,"SCALE 1""=20'","{""x1"": 2125.679931640625, ""y1"": 1479.1129150390625, ""x2"": 2205.71240234375, ""y2"": 1491.1820068359375}",7-292046879628
7,18,text_line,0,"{""x1"": 2090.280029296875, ""y1"": 1495.552978515625, ""x2"": 2096.990478515625, ""y2"": 1507.6220703125}",7-78513176919
7,1,text_line,8/8/2025 1:20 PM,"{""x1"": 94.43534088134766, ""y1"": 1414.044921875, ""x2"": 102.4813461303711, ""y2"": 1477.56005859375}",7-995801202857
7,21,text_line,C3.2,"{""x1"": 2316.239990234375, ""y1"": 1516.2452392578125, ""x2"": 2369.343994140625, ""y2"": 1541.3892822265625}",7-518035967314
7,21,text_line,SITE PLAN,"{""x1"": 2310.119873046875, ""y1"": 1460.6923828125, ""x2"": 2352.587158203125, ""y2"": 1473.7672119140625}",7-634966310069
7,21,text_line,----,"{""x1"": 2314.43408203125, ""y1"": 962.5633544921875, ""x2"": 2324.49169921875, ""y2"": 975.9600219726562}",7-823563407296
7,21,text_line,----,"{""x1"": 2287.43408203125, ""y1"": 962.5633544921875, ""x2"": 2297.49169921875, ""y2"": 975.9600219726562}",7-823563407296
7,21,text_line,SHEET,"{""x1"": 2325.83984375, ""y1"": 1501.0740966796875, ""x2"": 2359.37158203125, ""y2"": 1511.1317138671875}",7-735744582390
7,21,text_line,MAINTENANCE FACILITY,"{""x1"": 2297.86767578125, ""y1"": 1175.048095703125, ""x2"": 2317.983642578125, ""y2"": 1357.43994140625}",7-39474388802
7,21,text_line,DISTRICT 2 -,"{""x1"": 2326.672607421875, ""y1"": 1287.3804931640625, ""x2"": 2338.7421875, ""y2"": 1327.56005859375}",7-194961813616
7,21,text_line,BRYAN COUNTY,"{""x1"": 2326.6728515625, ""y1"": 1150.910888671875, ""x2"": 2338.7421875, ""y2"": 1246.800048828125}",7-245142605998
7,21,text_line,OKLAHOMA DEPARTMENT OF TRANSPORTATION,"{""x1"": 2349.112548828125, ""y1"": 1200.9842529296875, ""x2"": 2361.18212890625, ""y2"": 1380.9599609375}",7-419693678259
7,21,text_line,"DURANT, OKLAHOMA","{""x1"": 2371.6728515625, ""y1"": 1177.081787109375, ""x2"": 2383.7421875, ""y2"": 1302.47998046875}",7-84141052759
7,21,text_line,REVISION HISTORY,"{""x1"": 2288.8740234375, ""y1"": 679.0330810546875, ""x2"": 2298.931640625, ""y2"": 774.6000366210938}",7-28959821701
7,21,text_line,DESCRIPTION,"{""x1"": 2314.553955078125, ""y1"": 756.1466064453125, ""x2"": 2324.611572265625, ""y2"": 824.8800048828125}",7-189971782132
7,21,text_line,NO.,"{""x1"": 2314.553955078125, ""y1"": 837.59765625, ""x2"": 2324.611572265625, ""y2"": 855.4800415039062}",7-793410341843
7,21,text_line,SUBMITTAL:,"{""x1"": 2288.634033203125, ""y1"": 996.7608642578125, ""x2"": 2298.691650390625, ""y2"": 1056.0}",7-999002401133
7,21,text_line,DATE:,"{""x1"": 2314.43408203125, ""y1"": 1026.7403564453125, ""x2"": 2324.49169921875, ""y2"": 1056.3599853515625}",7-850122694592
7,21,text_line,DRAWN BY:,"{""x1"": 2353.194091796875, ""y1"": 999.3637084960938, ""x2"": 2363.251708984375, ""y2"": 1056.3599853515625}",7-394154063924
7,21,text_line,DESIGNED BY:,"{""x1"": 2340.234130859375, ""y1"": 984.8204956054688, ""x2"": 2350.291748046875, ""y2"": 1056.3599853515625}",7-181188101061
7,21,text_line,APPROVED BY:,"{""x1"": 2366.154052734375, ""y1"": 980.7412719726562, ""x2"": 2376.211669921875, ""y2"": 1055.6400146484375}",7-264974705707
7,21,text_line,PROJECT NO:,"{""x1"": 2327.27392578125, ""y1"": 988.742919921875, ""x2"": 2337.33154296875, ""y2"": 1056.3599853515625}",7-307910166460
7,21,text_line,SCALE:,"{""x1"": 2396.513916015625, ""y1"": 1020.2252197265625, ""x2"": 2406.571533203125, ""y2"": 1056.0}",7-453555507431
7,21,text_line,KSJ,"{""x1"": 2366.154052734375, ""y1"": 957.8743896484375, ""x2"": 2376.211669921875, ""y2"": 976.3200073242188}",7-843310271653
7,21,text_line,AMK,"{""x1"": 2353.194091796875, ""y1"": 953.8052978515625, ""x2"": 2363.251708984375, ""y2"": 975.6000366210938}",7-916985898903
7,21,text_line,AMK,"{""x1"": 2340.234130859375, ""y1"": 953.8052978515625, ""x2"": 2350.291748046875, ""y2"": 975.6000366210938}",7-916985898903
7,21,text_line,240622,"{""x1"": 2327.27392578125, ""y1"": 942.407958984375, ""x2"": 2337.33154296875, ""y2"": 975.9600219726562}",7-758019377760
7,1,text_line,PLOT DATE:,"{""x1"": 94.43534088134766, ""y1"": 1490.131591796875, ""x2"": 102.4813461303711, ""y2"": 1537.0799560546875}",7-709308296785
7,21,text_line,AS SHOWN,"{""x1"": 2396.513916015625, ""y1"": 920.8366088867188, ""x2"": 2406.571533203125, ""y2"": 975.6000366210938}",7-462123582070
7,21,text_line,DATE,"{""x1"": 2314.43408203125, ""y1"": 603.5364990234375, ""x2"": 2324.49169921875, ""y2"": 630.3600463867188}",7-362835681176
7,21,text_line,SHEET NAME,"{""x1"": 2310.119873046875, ""y1"": 1425.1141357421875, ""x2"": 2375.50390625, ""y2"": 1435.1717529296875}",7-665348990349
7,21,text_line,CEC CORPORATION,"{""x1"": 2377.2412109375, ""y1"": 96.58409881591797, ""x2"": 2383.527099609375, ""y2"": 158.4000244140625}",7-682416347767
7,21,text_line,WWW.CONNECTCEC.COM,"{""x1"": 2384.80126953125, ""y1"": 87.264892578125, ""x2"": 2391.087158203125, ""y2"": 167.52001953125}",7-846587878050
7,21,text_line,OK CA#: 32  EXP.: 2026-06-30,"{""x1"": 2392.361328125, ""y1"": 84.1160888671875, ""x2"": 2398.647216796875, ""y2"": 171.1199951171875}",7-283920280802
7,21,text_line,100%,"{""x1"": 2277.35400390625, ""y1"": 951.8027954101562, ""x2"": 2287.41162109375, ""y2"": 977.52001953125}",7-244489314565
7,21,text_line,CONSTRUCTION,"{""x1"": 2288.634033203125, ""y1"": 895.90625, ""x2"": 2298.691650390625, ""y2"": 976.9200439453125}",7-505237870975
7,21,text_line,DOCUMENTS,"{""x1"": 2300.033935546875, ""y1"": 912.3489379882812, ""x2"": 2310.091552734375, ""y2"": 977.1600341796875}",7-981437174190
7,21,text_line,08/08/2025,"{""x1"": 2314.31396484375, ""y1"": 925.7520141601562, ""x2"": 2324.37158203125, ""y2"": 976.0800170898438}",7-877921342706
7,2,text_line,12 BAY,"{""x1"": 279.8399963378906, ""y1"": 774.8329467773438, ""x2"": 320.7663879394531, ""y2"": 786.9020385742188}",7-89728091661
7,2,text_line,EQUIPMENT,"{""x1"": 264.7200012207031, ""y1"": 789.3529663085938, ""x2"": 336.470947265625, ""y2"": 801.4220581054688}",7-347189911763
7,2,text_line,SHED W/ SHOP,"{""x1"": 256.32000732421875, ""y1"": 803.8729248046875, ""x2"": 345.5108642578125, ""y2"": 815.9420166015625}",7-889658085086
7,2,text_line,BAYS,"{""x1"": 284.6399841308594, ""y1"": 818.3929443359375, ""x2"": 316.8404235839844, ""y2"": 830.4620361328125}",7-575676969761
7,2,text_line,12 BAY,"{""x1"": 284.5199890136719, ""y1"": 291.23291015625, ""x2"": 325.4463806152344, ""y2"": 303.302001953125}",7-89728091661
7,2,text_line,EQUIPMENT,"{""x1"": 269.3999938964844, ""y1"": 305.7529296875, ""x2"": 341.15093994140625, ""y2"": 317.822021484375}",7-347189911763
7,2,text_line,SHED W/ WASH,"{""x1"": 260.2799987792969, ""y1"": 320.27294921875, ""x2"": 351.4743347167969, ""y2"": 332.342041015625}",7-229994543951
7,2,text_line,BAYS,"{""x1"": 289.44000244140625, ""y1"": 334.9129638671875, ""x2"": 321.6404113769531, ""y2"": 346.9820556640625}",7-575676969761
7,11,text_line,10 BAY,"{""x1"": 1210.919921875, ""y1"": 1069.79296875, ""x2"": 1251.84619140625, ""y2"": 1081.862060546875}",7-455747642777
7,11,text_line,HOPPER,"{""x1"": 1206.1199951171875, ""y1"": 1084.31298828125, ""x2"": 1257.0877685546875, ""y2"": 1096.382080078125}",7-52317069973
7,11,text_line,RACK,"{""x1"": 1214.760009765625, ""y1"": 1098.9530029296875, ""x2"": 1248.2879638671875, ""y2"": 1111.0220947265625}",7-392601644918
7,1,text_line,MATCHLINE C3.1,"{""x1"": 121.78244018554688, ""y1"": 731.6400146484375, ""x2"": 136.86883544921875, ""y2"": 856.525390625}",7-29267251660
7,10,text_line,MATCHLINE C3.1,"{""x1"": 1106.8800048828125, ""y1"": 59.45118713378906, ""x2"": 1231.764892578125, ""y2"": 74.53759002685547}",7-29267251660
7,4,text_line,PROPOSED OIL TRAP,"{""x1"": 530.5199584960938, ""y1"": 66.83299255371094, ""x2"": 657.28173828125, ""y2"": 78.90211486816406}",7-130511688186
7,4,text_line,& CLEANOUTS (SEE MEP),"{""x1"": 530.8800048828125, ""y1"": 81.47300720214844, ""x2"": 681.10400390625, ""y2"": 93.54212951660156}",7-950449354807
7,4,text_line,(FOR CONCRETE PAD,"{""x1"": 530.6400146484375, ""y1"": 95.99290466308594, ""x2"": 659.381103515625, ""y2"": 108.06202697753906}",7-523421261179
7,4,text_line,SEE 10.2),"{""x1"": 530.8800048828125, ""y1"": 110.51292419433594, ""x2"": 585.8909912109375, ""y2"": 122.58204650878906}",7-794631565632
7,4,text_line,HERBICIDE,"{""x1"": 503.8799743652344, ""y1"": 292.31298828125, ""x2"": 569.59619140625, ""y2"": 304.382080078125}",7-282812923541
7,4,text_line,TANK,"{""x1"": 520.6799926757812, ""y1"": 306.7130126953125, ""x2"": 552.8683471679688, ""y2"": 318.7821044921875}",7-118138301023
7,4,text_line,(SEE 10.7),"{""x1"": 507.239990234375, ""y1"": 321.23291015625, ""x2"": 566.27001953125, ""y2"": 333.302001953125}",7-650054899842
7,12,text_line,SEE C10.2 FOR,"{""x1"": 1352.280029296875, ""y1"": 925.79296875, ""x2"": 1440.81884765625, ""y2"": 937.862060546875}",7-40112835487
7,12,text_line,INLET DETAILS,"{""x1"": 1351.679931640625, ""y1"": 940.3129272460938, ""x2"": 1439.54296875, ""y2"": 952.3820190429688}",7-818123194378
7,12,text_line,(TYP ALL),"{""x1"": 1352.0399169921875, ""y1"": 954.8329467773438, ""x2"": 1408.3785400390625, ""y2"": 966.9020385742188}",7-803282713730
7,16,text_line,"PROPOSED 6""","{""x1"": 1656.9599609375, ""y1"": 822.3529663085938, ""x2"": 1739.7177734375, ""y2"": 834.4220581054688}",7-285839111230
7,16,text_line,CHAINLINK FENCE,"{""x1"": 1657.3199462890625, ""y1"": 836.8729248046875, ""x2"": 1765.9541015625, ""y2"": 848.9420166015625}",7-558472610619
7,16,text_line,W/ CLIMB BARRIER,"{""x1"": 1657.7999267578125, ""y1"": 851.3929443359375, ""x2"": 1769.7891845703125, ""y2"": 863.4620361328125}",7-793635613577
7,16,text_line,(TYP),"{""x1"": 1657.199951171875, ""y1"": 865.9129638671875, ""x2"": 1688.7125244140625, ""y2"": 877.9820556640625}",7-668817323407
7,17,text_line,PROPOSED BUILDING,"{""x1"": 1933.919921875, ""y1"": 101.27293395996094, ""x2"": 2062.685546875, ""y2"": 113.34205627441406}",7-39863579041
7,17,text_line,SIDEWALK,"{""x1"": 1934.2799072265625, ""y1"": 263.27294921875, ""x2"": 1996.6529541015625, ""y2"": 275.342041015625}",7-290121565024
7,17,text_line,HEAVY-DUTY CONCRETE,"{""x1"": 1933.919921875, ""y1"": 155.27293395996094, ""x2"": 2082.780029296875, ""y2"": 167.34205627441406}",7-867820887207
7,17,text_line,MILLINGS,"{""x1"": 1933.919921875, ""y1"": 317.27294921875, ""x2"": 1990.258544921875, ""y2"": 329.342041015625}",7-944738948022
7,18,text_line,LEGEND,"{""x1"": 2029.7999267578125, ""y1"": 58.9081916809082, ""x2"": 2112.513916015625, ""y2"": 79.02342987060547}",7-505631509472
7,17,text_line,LIGHT-DUTY CONCRETE,"{""x1"": 1933.919921875, ""y1"": 209.27293395996094, ""x2"": 2077.408935546875, ""y2"": 221.34205627441406}",7-208353589187
7,17,text_line,FLEXAMAT,"{""x1"": 1933.919921875, ""y1"": 371.27294921875, ""x2"": 1997.6328125, ""y2"": 383.342041015625}",7-688891433229
7,21,text_line,8/8/2025,"{""x1"": 2314.708740234375, ""y1"": 497.0480041503906, ""x2"": 2367.881103515625, ""y2"": 511.3260192871094}",7-21536752231
8,15,text_line,CP,"{""x1"": 1636.521484375, ""y1"": 250.1947479248047, ""x2"": 1650.6619873046875, ""y2"": 260.4898681640625}",8-439111500209
8,16,text_line,CP #2,"{""x1"": 1762.45458984375, ""y1"": 170.69334411621094, ""x2"": 1846.7755126953125, ""y2"": 202.18310546875}",8-791073807392
8,6,text_line,W,"{""x1"": 664.1355590820312, ""y1"": 1544.7664794921875, ""x2"": 676.2632446289062, ""y2"": 1556.2216796875}",8-759948475692
8,6,text_line,"2""W","{""x1"": 664.1922607421875, ""y1"": 1418.8138427734375, ""x2"": 676.26220703125, ""y2"": 1442.6400146484375}",8-2500199747
