global_index,page,column,visual_note_id,visual_region,is_repeated,repeated_group_id,repeated_occurrences,text_preview,text,label
686,12,,,,no,,11,SLOPE DN,"SLOPE
DN",
687,12,,,,yes,RN5,18,AS INDICATED,AS INDICATED,
688,12,,,,no,,1,"T.O. DRAIN 99'-6 1/2""","T.O. DRAIN
99'-6 1/2""",
689,12,,,,yes,RN11,16,240622 08/08/2025,"240622
08/08/2025",
690,12,,,,no,,11,SLOPE DN,"SLOPE
DN",
691,12,,,,no,,6,CS AH CS,"CS
AH
CS",
692,12,,,,yes,RN13,15,DATE: PROJECT NO: DESIGNED BY: DRAWN BY: APPROVED BY:,"DATE:
PROJECT NO:
DESIGNED BY:
DRAWN BY:
APPROVED BY:",
693,12,,,,no,,1,"T.O. SLAB 99'-8 1/4"" T.O. SLAB 99'-8 1/4""","T.O. SLAB
99'-8 1/4""
T.O. SLAB
99'-8 1/4""",
694,12,,,,no,,19,SCALE:,SCALE:,
695,12,,,,no,,8,A A,"A
A",
696,12,,,,no,,22,F3.5,F3.5,
697,12,,,,yes,RN3,19,OKLAHOMA DEPARTMENT OF TRANSPORTATION,OKLAHOMA DEPARTMENT OF TRANSPORTATION,
698,12,,,,no,,1,F5.0 F5.0 F5.0 F5.0 F3.5,"F5.0
F5.0
F5.0
F5.0
F3.5",
699,12,,,,no,,2,F5.0,F5.0,
700,12,,,,yes,RN109,2,"4"" 3'-4"" 1'-10"" 16'-0"" 5'-6""","4""
3'-4""
1'-10""
16'-0""
5'-6""",
701,12,,,,yes,RN2,19,MAINTENANCE FACILITY,MAINTENANCE FACILITY,
702,12,,,,no,,1,"CAST BOLLARDS INTEGRALLY WITH FOOTINGS WHERE REQ'D, REFER CIVIL","CAST BOLLARDS
INTEGRALLY WITH
FOOTINGS WHERE
REQ'D, REFER CIVIL",
703,12,,,,no,,3,SIM,SIM,
704,12,,,,yes,RN9,17,DISTRICT 2 - BRYAN COUNTY,DISTRICT 2 - BRYAN COUNTY,
705,12,,,,no,,15,4,4,
706,12,,,,no,,13,3,3,
707,12,,,,yes,RN31,4,WS2.0 ________,"WS2.0
________",
708,12,,,,yes,RN188,2,________ WS2.0,"________
WS2.0",
709,12,,,,yes,RN10,17,"DURANT, OKLAHOMA","DURANT, OKLAHOMA",
710,12,,,,yes,RN57,3,FOUNDATION PLAN NOTES:,FOUNDATION PLAN NOTES:,
711,12,,,,no,,1,EQUIPMENT SHED W/ WASH BAY FOUNDATION PLAN,"EQUIPMENT SHED W/ WASH BAY
FOUNDATION PLAN",
712,12,,,,no,,3,WS2.0,WS2.0,
713,12,,,,yes,RN39,3,1. REFER SHEET                 FOR DESIGN CRITERIA.,1. REFER SHEET                 FOR DESIGN CRITERIA.,
714,12,,,,yes,RN42,3,"2. STRUCTURAL ELEVATION 100'-0"" EQUALS CIVIL FINISHED FLOOR ELEVATION.","2. STRUCTURAL ELEVATION 100'-0"" EQUALS CIVIL FINISHED FLOOR ELEVATION.",
715,12,,,,yes,RN107,2,"3. AT ALL CONTINUOUS FOOTINGS, REFER FOR THE TYPICAL CORNER BAR DETAIL","3. AT ALL CONTINUOUS FOOTINGS, REFER
FOR THE TYPICAL CORNER
BAR DETAIL",
716,12,,,,yes,RN111,2,4. REFER DETAIL                  FOR SLAB JOINTING INFORMATION.,4. REFER DETAIL                  FOR SLAB JOINTING INFORMATION.,
717,12,,,,no,,1,5. REFER ARCH'L FOR PERIMETER INSULATION INFORMATION.,5. REFER ARCH'L FOR PERIMETER INSULATION INFORMATION.,
718,12,,,,no,,1,6. REFER DETAIL                  FOR PIPING PENETRATION THROUGH CONTINUOUS FOOTINGS.,"6. REFER DETAIL                  FOR PIPING PENETRATION THROUGH
CONTINUOUS FOOTINGS.",
719,12,,,,no,,1,7. REFER DETAIL                  FOR EQUIPMENT SUSPENDED FROM METAL BUILDING SUPERSTRUCTURE,"7. REFER DETAIL                  FOR EQUIPMENT SUSPENDED FROM METAL
BUILDING SUPERSTRUCTURE",
720,12,,,,no,,1,"8. EWC = PEMB END WALL COLUMN. LOCATIONS, CONFIGURATIONS, AND QUANTITIES SHOWN SCHEMATICALLY. REFER TO PEMB MANUFACTU...","8. EWC = PEMB END WALL COLUMN. LOCATIONS, CONFIGURATIONS, AND
QUANTITIES SHOWN SCHEMATICALLY. REFER TO PEMB MANUFACTURER'S
DRAWINGS FOR ACTUAL LOCATION AND INFORMATION.",
721,12,,,,no,,1,9. THE FLOOR SLAB AND ITS REINFORCING ARE CONSIDERED INTEGRAL TO RESIST THE HORIZONTAL THRUST FORCES CREATED BY THE P...,"9. THE FLOOR SLAB AND ITS REINFORCING ARE CONSIDERED INTEGRAL TO
RESIST THE HORIZONTAL THRUST FORCES CREATED BY THE PRE-
ENGINEERED METAL BUILDING. THE FLOOR SLAB SHALL NOT BE CUT OR
OTHERWISE MODIFIED (EXCEPT FOR JOINTING) WITHOUT FIRST BEING
ANALYZED BY A LICENSED ENGINEER.
10. REFER TO THE GEOTECHNICAL REPORT AND GENERAL NOTES FOR
SUBGRADE PREPARATION INFORMATION.
11. INSTALL VAPOR BARRIER PER MANUFACTURER'S WRITTEN INSTRUCTIONS.",
722,12,,,,no,,1,"REFER TO THE ARCHITECTURAL DRAWINGS FOR MORE INFORMATION. 12. FLOOR DRAIN, REFER CIVIL AND PLUMBING. DRAIN TO BE PLAC...","REFER TO THE ARCHITECTURAL DRAWINGS FOR MORE INFORMATION.
12. FLOOR DRAIN, REFER CIVIL AND PLUMBING. DRAIN TO BE PLACED
INTEGRALLY WITH THE SLAB POUR.
13. PROVIDE MEDIUM BROOM FINISH TO NEW CONCRETE SLAB-ON-GRADE.",
723,12,,,,no,,6,/,/,
724,12,,,,no,,2,3 S3.0,3 S3.0,
725,12,,,,no,,1,"SCALE : 3/16"" = 1'-0"" 1/ WS2.0 1","SCALE : 3/16"" = 1'-0""
1/ WS2.0
1",
726,12,,,,no,,1,NOTE: THE FOUNDATION PLAN AND DETAIL FOR THE PRE-ENGINEERED METAL BUILDINGS ARE BASED ON PRELIMINARY OR ASSUMED REACT...,"NOTE:
THE FOUNDATION PLAN AND DETAIL FOR THE PRE-ENGINEERED
METAL BUILDINGS ARE BASED ON PRELIMINARY OR ASSUMED
REACTIONS AND ARE THEREFORE PRELIMINARY AND PROVIDED FOR
PERMIT DRAWINGS AND FOR BID PURPOSES ONLY.  THE
CONTRACTOR SHALL SUBMIT THE MANUFACTURER'S ANCHOR ROD
DRAWINGS ALONG WITH SIGNED AND SEALED CALCULATIONS.",
727,12,,,,no,,1,"ONCE THESE ARE RECEIVED BY THE STRUCTURAL ENGINEER OF RECORD, THE FOUNDATION DESIGNS WILL BE FINALIZED.  REFER TO THE...","ONCE THESE ARE RECEIVED BY THE STRUCTURAL ENGINEER OF
RECORD, THE FOUNDATION DESIGNS WILL BE FINALIZED.  REFER TO
THE GENERAL NOTES FOR ADDITIONAL INFORMATION.",
728,12,,,,no,,6,/,/,
729,12,,,,no,,1,1 S3.0 /,"1 S3.0
/",
730,12,,,,no,,1,2 S3.0 /,"2 S3.0
/",
731,12,,,,no,,1,8 S3.0,8 S3.0,
732,12,,,,yes,RN173,2,SPREAD FOOTING SCHEDULE,SPREAD FOOTING SCHEDULE,
733,12,,,,no,,1,"MARK Type REINFORCING REMARKS Count F3.5 3'-6"" x 3'-6"" x 2'-6"" (4) PAIRS #5 U-SHAPED BARS EA WAY 4 F5.0 5'-0"" x 5'-0""...","MARK
Type
REINFORCING
REMARKS
Count
F3.5
3'-6"" x 3'-6"" x 2'-6""
(4) PAIRS #5 U-SHAPED BARS EA WAY
4
F5.0
5'-0"" x 5'-0"" x 2'-6""
(6) PAIRS #5 U-SHAPED BARS EA WAY
12
F6.5
6'-6"" x 6'-6"" x 2'-6""
(7) PAIRS #5 U-SHAPED BARS EA WAY
5",
734,12,,,,no,,1,8/8/2025 11:47,8/8/2025 11:47,
735,12,,,,yes,RN7,18,SHEET NAME,SHEET NAME,
736,12,,,,no,,1,WASH SHED FOUNDATION PLAN,"WASH SHED
FOUNDATION PLAN",
737,12,,,,yes,RN4,19,PLOT DATE:,PLOT DATE:,
738,12,,,,no,,1,SHEET WS1.0,"SHEET
WS1.0",
739,14,,,,no,,1,"26'-2 1/2""","26'-2 1/2""",
740,14,,,,yes,RN12,16,OK CA#: 32  EXP.:,OK CA#: 32  EXP.:,
741,14,,,,yes,RN23,5,-06-30 WWW.CONNECTCEC.COM,"-06-30
WWW.CONNECTCEC.COM",
742,14,,,,no,,1,"1 1/2"" 8'-7 11/16"" 8'-8"" 8'-7 13/16""","1 1/2""
8'-7 11/16""
8'-8""
8'-7 13/16""",
743,14,,,,no,,2,"1 1/2""","1 1/2""",
744,14,,,,yes,RN189,2,℄CATWALK COLUMNS,℄CATWALK COLUMNS,
745,14,,,,yes,RN27,4,CEC CORPORATION 2026,"CEC CORPORATION
2026",
746,14,,,,yes,RN62,3,HSS2X2X1/4,HSS2X2X1/4,
747,14,,,,yes,RN30,4,STEEL SHIPS LADDER W/ MC8X8.5 STRINGERS & GRATING TREAD RISERS,"STEEL SHIPS LADDER W/
MC8X8.5 STRINGERS &
GRATING TREAD RISERS",
748,14,,,,yes,RN161,2,PLAN NOTES:,PLAN NOTES:,
749,14,,,,no,,1,1. ALL STEEL BEAMS & COLUMNS SHALL BE PAINTED,1. ALL STEEL BEAMS & COLUMNS SHALL BE PAINTED,
750,14,,,,yes,RN60,3,"HANDRAIL, REFER 2/WS3.0","HANDRAIL,
REFER 2/WS3.0",
751,14,,,,yes,RN19,8,"HSS3X3X1/4, TYP","HSS3X3X1/4,
TYP",
752,14,,,,no,,1,UNLESS GALVANIZED. AN EXTERIOR REPAIR PAINT OR COLD GALVANIZING (IF APPLICABLE) SHALL BE APPLIED TO ALL WELDED MEMBER...,"UNLESS GALVANIZED. AN EXTERIOR REPAIR PAINT OR
COLD GALVANIZING (IF APPLICABLE) SHALL BE APPLIED
TO ALL WELDED MEMBERS INCLUDING WELD
MATERIALS AFTER WELDING OPERATIONS ARE
COMPLETED.",
753,14,,,,yes,RN100,2,2. PLUG ANY HOLES IN STEEL MEMBERS WITH,2. PLUG ANY HOLES IN STEEL MEMBERS WITH,
754,14,,,,no,,5,"2'-6""","2'-6""",
755,14,,,,yes,RN160,2,PERMANENT MATERIALS.,PERMANENT MATERIALS.,
756,14,,,,no,,1,3. GRATING FOR THE ELEVATED SURFACE OF THE,3. GRATING FOR THE ELEVATED SURFACE OF THE,
757,14,,,,yes,RN149,2,HSS3X3X1/4 COL.,HSS3X3X1/4 COL.,
758,14,,,,yes,RN123,2,"BELOW, TYP","BELOW, TYP",
759,14,,,,no,,1,CATWALK SHALL BE A MINIMUM OF 6.25# EXPANDED CARBON STEEL METAL GRATING CAPABLE OF SUPPORTING MIN 40 PSF WITH MAX DEF...,"CATWALK SHALL BE A MINIMUM OF 6.25# EXPANDED
CARBON STEEL METAL GRATING CAPABLE OF
SUPPORTING MIN 40 PSF WITH MAX DEFLECTION OF",
760,14,,,,no,,1,"0.1"" OR A CONCENTRATED LOAD AT MID SPAN OF 300 LBS WITH A MAX DEFLECTION OF 0.25"". 3/16 TYP","0.1"" OR A CONCENTRATED LOAD AT MID SPAN OF 300
LBS WITH A MAX DEFLECTION OF 0.25"".
3/16
TYP",
761,14,,,,yes,RN29,4,"METAL GRATING, REFER PLAN NOTE #3","METAL GRATING,
REFER PLAN NOTE #3",
762,14,,,,no,,1,"4'-4"" 4'-4"" 4'-4"" 4'-4"" 4'-4"" 4'-4""","4'-4""
4'-4""
4'-4""
4'-4""
4'-4""
4'-4""",
763,14,,,,yes,RN190,2,℄HANDRAIL POSTS & HORIZ. FRAME SUPPORTS,"℄HANDRAIL POSTS
& HORIZ. FRAME
SUPPORTS",
764,14,,,,no,,1,2 WS3.0 ________,"2
WS3.0
________",
765,14,,,,yes,RN169,2,"SCALE : 1/2"" = 1'-0"" 1 CATWALK FRAMING PLAN","SCALE : 1/2"" = 1'-0""
1
CATWALK FRAMING PLAN",
766,14,,,,no,,1,"26'-2"" 1'-0""","26'-2""
1'-0""",
767,14,,,,no,,2,NOTE:,NOTE:,
768,14,,,,yes,RN85,2,1. WHERE SPECIFIED CATWALK COLUMNS ARE,1. WHERE SPECIFIED CATWALK COLUMNS ARE,
769,14,,,,yes,RN110,2,"4'-2 1/8"" 4'-2 1/8"" 4'-2 1/8"" 4'-2 1/8""","4'-2 1/8""
4'-2 1/8""
4'-2 1/8""
4'-2 1/8""",
770,14,,,,no,,1,"4'-2 1/8"" 4'-2 1/8""","4'-2 1/8""
4'-2 1/8""",
771,14,,,,yes,RN152,2,"LOCATED IMMEDIATELY ADJACANT TO A NON PEMB COLUMN, THE GC MAY OMIT THE CATWALK COLUMNS SHOWN AND WELD THE CATWALK PLA...","LOCATED IMMEDIATELY ADJACANT TO A NON
PEMB COLUMN, THE GC MAY OMIT THE
CATWALK COLUMNS SHOWN AND WELD THE
CATWALK PLATFORM DIRECTLY TO THE STEEL
TUBE COLUMNS TO AVOID ANCHOR ROD AND
BASE PLATE CONFLICT AND/OR CONGESTION.",
772,14,,,,yes,RN154,2,"MAXIMUM SPACING BETWEEN VERTICAL SUPPORTS SHALL BE 10'-0"".","MAXIMUM SPACING BETWEEN VERTICAL
SUPPORTS SHALL BE 10'-0"".",
773,14,,,,yes,RN99,2,2. DO NOT WELD HANDRAIL TO PEMB COLUMNS.,2. DO NOT WELD HANDRAIL TO PEMB COLUMNS.,
774,14,,,,yes,RN106,2,3. ALL EXPOSED ENDS OF HSS SHALL BE CAPPED,3. ALL EXPOSED ENDS OF HSS SHALL BE CAPPED,
775,14,,,,yes,RN15,10,8/8/2025,8/8/2025,
776,14,,,,yes,RN80,2,"1 1/2""⌀X-STONG PIPE ENTIRE HANDRAIL","1 1/2""⌀X-STONG PIPE
ENTIRE HANDRAIL",
777,14,,,,yes,RN156,2,"NOTE: ALL EXPOSED ENDS OF HSS SHALL BE CAPPED WITH 1/4"" PLATE.","NOTE:
ALL EXPOSED ENDS OF
HSS SHALL BE CAPPED
WITH 1/4"" PLATE.",
778,14,,,,yes,RN96,2,"2"" 1'-5 5/8"" 1'-5 5/8""","2""
1'-5 5/8""
1'-5 5/8""",
779,14,,,,no,,4,3/16 TYP.,"3/16
TYP.",
780,14,,,,no,,5,"2'-6""","2'-6""",
781,14,,,,yes,RN186,2,"WITH 1/4"" PLATE.","WITH 1/4"" PLATE.",
782,14,,,,no,,18,NO.,NO.,
783,14,,,,yes,RN6,18,DESCRIPTION DATE,"DESCRIPTION
DATE",
784,14,,,,yes,RN98,2,"2'-3"" 3'-7""","2'-3""
3'-7""",
785,14,,,,yes,RN29,4,"METAL GRATING, REFER PLAN NOTE #3","METAL GRATING,
REFER PLAN NOTE #3",
786,14,,,,yes,RN90,2,1/4 2-6 TYP.,"1/4
2-6
TYP.",
787,14,,,,no,,8,3/16 TYP,"3/16
TYP",
788,14,,,,yes,RN8,18,SUBMITTAL: REVISION HISTORY,"SUBMITTAL:
REVISION HISTORY",
789,14,,,,no,,2,45.000°,45.000°,
790,14,,,,yes,RN60,3,"HANDRAIL, REFER 2/WS3.0","HANDRAIL,
REFER 2/WS3.0",
791,14,,,,yes,RN19,8,"HSS3X3X1/4, TYP","HSS3X3X1/4, TYP",
792,14,,,,no,,1,4 WS3.0,"4
WS3.0",
793,14,,,,no,,4,3/16 TYP.,"3/16
TYP.",
794,14,,,,yes,RN176,2,"T.O. GRATING 105'-0""","T.O. GRATING
105'-0""",
795,14,,,,yes,RN30,4,STEEL SHIPS LADDER W/ MC8X8.5 STRINGERS & GRATING TREAD RISERS,"STEEL SHIPS LADDER W/
MC8X8.5 STRINGERS &
GRATING TREAD RISERS",
796,14,,,,yes,RN19,8,"HSS3X3X1/4, TYP","HSS3X3X1/4, TYP",
797,14,,,,yes,RN19,8,"HSS3X3X1/4, TYP","HSS3X3X1/4, TYP",
798,14,,,,no,,1,"STEEL COL., REFER 1/WS3.0","STEEL COL.,
REFER 1/WS3.0",
799,14,,,,yes,RN1,19,CONSTRUCTION DOCUMENTS,"CONSTRUCTION
DOCUMENTS",
800,14,,,,yes,RN5,18,AS INDICATED,AS INDICATED,
801,14,,,,yes,RN11,16,240622 08/08/2025,"240622
08/08/2025",
802,14,,,,no,,1,"8'-7 3/4"" 8'-8"" 8'-7 3/4""","8'-7 3/4""
8'-8""
8'-7 3/4""",
803,14,,,,no,,6,CS AH CS,"CS
AH
CS",
804,14,,,,no,,1,"SCALE : 1/2"" = 1'-0"" 1/ WS3.0 2 CATWALK SIDE ELEVATION","SCALE : 1/2"" = 1'-0""
1/ WS3.0
2
CATWALK SIDE ELEVATION",
805,14,,,,no,,1,"SCALE : 1/2"" = 1'-0"" 3 CATWALK END ELEVATION","SCALE : 1/2"" = 1'-0""
3
CATWALK END ELEVATION",
806,14,,,,yes,RN13,15,DATE: PROJECT NO: DESIGNED BY: DRAWN BY: APPROVED BY:,"DATE:
PROJECT NO:
DESIGNED BY:
DRAWN BY:
APPROVED BY:",
807,14,,,,no,,19,SCALE:,SCALE:,
808,14,,,,yes,RN3,19,OKLAHOMA DEPARTMENT OF TRANSPORTATION,OKLAHOMA DEPARTMENT OF TRANSPORTATION,
809,14,,,,yes,RN60,3,"HANDRAIL, REFER 2/WS3.0","HANDRAIL,
REFER 2/WS3.0",
810,14,,,,yes,RN2,19,MAINTENANCE FACILITY,MAINTENANCE FACILITY,
811,14,,,,no,,1,"STEEL GRATE, REFER 1/WS3.0","STEEL GRATE,
REFER 1/WS3.0",
812,14,,,,yes,RN159,2,OUTSIDE FACE OF CATWALK,"OUTSIDE FACE
OF CATWALK",
813,14,,,,yes,RN9,17,DISTRICT 2 - BRYAN COUNTY,DISTRICT 2 - BRYAN COUNTY,
814,14,,,,no,,8,3/16 TYP,"3/16
TYP",
815,14,,,,no,,2,"1/4""","1/4""",
816,14,,,,yes,RN10,17,"DURANT, OKLAHOMA","DURANT, OKLAHOMA",
817,14,,,,yes,RN176,2,"T.O. GRATING 105'-0""","T.O. GRATING
105'-0""",
818,14,,,,yes,RN127,2,COL TO BASE PL,"COL TO
BASE PL",
819,14,,,,no,,1,TYP,TYP,
820,14,,,,no,,3,"1"" 5"" 1""","1""
5""
1""",
821,14,,,,no,,8,16-Mar,16-Mar,
822,14,,,,no,,3,"1"" 5"" 1""","1""
5""
1""",
823,14,,,,yes,RN158,2,NOTE: GC OPTION TO PROVIDE CONSISTENT B.O.,"NOTE:
GC OPTION TO PROVIDE CONSISTENT B.O.",
824,14,,,,yes,RN122,2,"BASE PL ELEVATION AND HI-STRENGTH, NON-SHRINK GROUT UNDER BASE PLATES.","BASE PL ELEVATION AND HI-STRENGTH,
NON-SHRINK GROUT UNDER BASE PLATES.",
825,14,,,,yes,RN153,2,"MAX. DEPTH OF GROUT = 2""","MAX. DEPTH OF GROUT = 2""",
826,14,,,,no,,8,3/16 TYP,"3/16
TYP",
827,14,,,,no,,1,"PL3/4""X7""X7"" BASE PLATE W/ (4) 3/8""⌀HILTI KWIK BOLT 3 EXPANSION ANCHORS (EMBED 3"" MIN.) CLEAN HOLES PER MPII","PL3/4""X7""X7"" BASE PLATE W/ (4)
3/8""⌀HILTI KWIK BOLT 3 EXPANSION
ANCHORS (EMBED 3"" MIN.) CLEAN
HOLES PER MPII",
828,14,,,,yes,RN148,2,HSS3X3X1/4,HSS3X3X1/4,
829,14,,,,no,,1,8/8/2025 11:47,8/8/2025 11:47,
830,14,,,,no,,1,"SCALE : 1"" = 1'-0"" 3/ WS3.0 4 FRAMING CONNX. DETAIL","SCALE : 1"" = 1'-0""
3/ WS3.0
4
FRAMING CONNX. DETAIL",
831,14,,,,yes,RN168,2,"SCALE : 1"" = 1'-0"" 5 CATWALK COLUMN BASE PLATE DETAIL","SCALE : 1"" = 1'-0""
5
CATWALK COLUMN BASE PLATE DETAIL",
832,14,,,,yes,RN7,18,SHEET NAME,SHEET NAME,
833,14,,,,no,,1,WASH SHED CATWALK DETAILS,"WASH SHED
CATWALK DETAILS",
834,14,,,,yes,RN4,19,PLOT DATE:,PLOT DATE:,
835,14,,,,no,,1,SHEET WS3.0,"SHEET
WS3.0",
836,15,,,,yes,RN5,18,AS INDICATED,AS INDICATED,
837,15,,,,no,,19,SCALE:,SCALE:,
838,15,,,,yes,RN10,17,"DURANT, OKLAHOMA","DURANT, OKLAHOMA",
839,15,,,,yes,RN101,2,2026 OK CA#: 32  EXP.:,"2026
OK CA#: 32  EXP.:",
840,15,,,,yes,RN23,5,-06-30 WWW.CONNECTCEC.COM,"-06-30
WWW.CONNECTCEC.COM",
841,15,,,,no,,1,WASH SHED LIGHTING PLAN,"WASH SHED
LIGHTING PLAN",
842,15,,,,yes,RN26,4,CEC CORPORATION,CEC CORPORATION,
843,15,,,,yes,RN3,19,OKLAHOMA DEPARTMENT OF TRANSPORTATION,OKLAHOMA DEPARTMENT OF TRANSPORTATION,
844,15,,,,yes,RN13,15,DATE: PROJECT NO: DESIGNED BY: DRAWN BY: APPROVED BY:,"DATE:
PROJECT NO:
DESIGNED BY:
DRAWN BY:
APPROVED BY:",
845,15,,,,yes,RN119,2,ADH ADH RCL,"ADH
ADH
RCL",
846,15,,,,no,,1,WE1.0,WE1.0,
847,15,,,,yes,RN7,18,SHEET NAME,SHEET NAME,
848,15,,,,yes,RN9,17,DISTRICT 2 - BRYAN COUNTY,DISTRICT 2 - BRYAN COUNTY,
849,15,,,,no,,5,SHEET,SHEET,
850,15,,,,yes,RN11,16,240622 08/08/2025,"240622
08/08/2025",
851,15,,,,yes,RN2,19,MAINTENANCE FACILITY,MAINTENANCE FACILITY,
852,15,,,,no,,18,NO.,NO.,
853,15,,,,yes,RN6,18,DESCRIPTION DATE,"DESCRIPTION
DATE",
854,15,,,,yes,RN1,19,CONSTRUCTION DOCUMENTS,"CONSTRUCTION
DOCUMENTS",
855,15,,,,yes,RN8,18,SUBMITTAL: REVISION HISTORY,"SUBMITTAL:
REVISION HISTORY",
856,15,,,,no,,3,B.,B.,
857,15,,,,no,,1,ALL MOUNTING HEIGHTS FOR LIGHTING FIXTURES ARE TO THE BOTTOM C.,"ALL MOUNTING HEIGHTS FOR LIGHTING FIXTURES ARE TO THE BOTTOM
C.",
858,15,,,,no,,1,SEE ARCHITECTURAL EXTERIOR ELEVATIONS FOR MOUNTING HEIGHTS,SEE ARCHITECTURAL EXTERIOR ELEVATIONS FOR MOUNTING HEIGHTS,
859,15,,,,no,,4,A.,A.,
860,15,,,,no,,1,ALL RECESSED LIGHTING FIXTURES IN LAY-IN CEILINGS SHALL BE,ALL RECESSED LIGHTING FIXTURES IN LAY-IN CEILINGS SHALL BE,
861,15,,,,no,,1,D.,D.,
862,15,,,,no,,1,LOWER CASE SUBSCRIPTS INDICATE SWITCH SCHEME.,LOWER CASE SUBSCRIPTS INDICATE SWITCH SCHEME.,
863,15,,,,no,,1,INSTALLED WITH 6' LONG FLEXIBLE METAL CONDUIT.,INSTALLED WITH 6' LONG FLEXIBLE METAL CONDUIT.,
864,15,,,,no,,1,OF THE FIXTURES UNLESS INDICATED OTHERWISE.,OF THE FIXTURES UNLESS INDICATED OTHERWISE.,
865,15,,,,no,,1,L1 WEATHERPROOF SWITCH. NO BUBBLE COVER.,"L1
WEATHERPROOF SWITCH. NO BUBBLE COVER.",
866,15,,,,no,,1,L2 MOUNT 2' ABOVE THE OVERHEAD DOOR.,"L2
MOUNT 2' ABOVE THE OVERHEAD DOOR.",
867,15,,,,no,,1,OF EXTERIOR LIGHTING FIXTURES.,OF EXTERIOR LIGHTING FIXTURES.,
868,15,,,,no,,1,LIGHTING PLAN NOTES,LIGHTING PLAN NOTES,
869,15,,,,no,,1,KEYNOTES,KEYNOTES,
870,15,,,,yes,RN183,2,VIA PHOTOCELL,VIA PHOTOCELL,
871,15,,,,no,,1,P1V-3 P1V-3 P1V-5,"P1V-3
P1V-3
P1V-5",
872,15,,,,no,,1,CALL OUT LIGHT SOURCE DESCRIPTION MOUNTING MANUFACTURER CATALOG NUMBER GENERAL NOTES LUMENS CCT CRI WATT VOLT C1 1740...,"CALL OUT
LIGHT SOURCE
DESCRIPTION
MOUNTING
MANUFACTURER
CATALOG NUMBER
GENERAL NOTES
LUMENS
CCT
CRI
WATT
VOLT
C1
17400
4000K
80CRI
125 W
120 V
INDUSTRIAL HIGHBAY -
CORROSSION RESISTANT
BRACKET
GE LIGHTING
ABR1 0 2T 47 1 N N RB A N R
MOUNT ROTATABLE BRACKET TO
SLOPED STRUCTURE. AIM FIXTURE
STRAIGHT DOWN.",
873,15,,,,no,,1,EM2,EM2,
874,15,,,,no,,6,-,-,
875,15,,,,no,,6,-,-,
876,15,,,,no,,1,- 12 W EMERGENCY LIGHT - 40' O.C.,"-
12 W
EMERGENCY LIGHT - 40' O.C.",
877,15,,,,no,,1,SPACING WALL MOUNTED MULE LIGHTING MRDR-6-12 W SD LED,"SPACING
WALL MOUNTED
MULE LIGHTING
MRDR-6-12 W SD LED",
878,15,,,,no,,6,-,-,
879,15,,,,no,,1,N1 8504 4000K 80CRI 81 W 120 V LED EXTERIOR WALLPACK WALL MOUNTED COOPER LIGHTING XTOR8B W BZ COORDINATE MOUNTING HEI...,"N1
8504
4000K
80CRI
81 W
120 V
LED EXTERIOR WALLPACK
WALL MOUNTED
COOPER LIGHTING
XTOR8B W BZ
COORDINATE MOUNTING HEIGHT
WITH ARCHITECT
N1E
8504
4000K
80CRI
81 W
120 V
LED EXTERIOR WALLPACK, W/COLD
WEATHER BATTERY
WALL MOUNTED
COOPER LIGHTING
XTOR8B W BZ CBP
COORDINATE MOUNTING HEIGHT
WITH ARCHITECT
XW1",
880,15,,,,no,,6,-,-,
881,15,,,,no,,6,-,-,
882,15,,,,no,,1,"- 32 W 120 V SINGLE FACE COMBO EXIT SIGN, WET LOCATION UNIVERSAL MULE LIGHTING WLFCOMBO-R-W-BB","-
32 W
120 V
SINGLE FACE COMBO EXIT SIGN,
WET LOCATION
UNIVERSAL
MULE LIGHTING
WLFCOMBO-R-W-BB",
883,15,,,,no,,6,-,-,
884,15,,,,no,,10,1,1,
885,15,,,,no,,1,SPECIFIED FIXTURES INDICATE DESIGN INTENT.  SUBSTITUTIONS ARE WELCOME.  NO PRE-APPROVAL REQUIRED.  ENGINEER WILL REVI...,SPECIFIED FIXTURES INDICATE DESIGN INTENT.  SUBSTITUTIONS ARE WELCOME.  NO PRE-APPROVAL REQUIRED.  ENGINEER WILL REVIEW ONE LIGHTING SUBMITTAL PACKAGE DURING SUBMITTAL PHASE.  IF,
886,15,,,,no,,7,C C,"C
C",
887,15,,,,no,,7,B B,"B
B",
888,15,,,,no,,8,A A,"A
A",
889,15,,,,no,,1,C1 N1,"C1
N1",
890,15,,,,no,,3,N1,N1,
891,15,,,,no,,1,4 4,"4
4",
892,15,,,,no,,7,7,7,
893,15,,,,no,,7,7,7,
894,15,,,,no,,1,L1 L1,"L1
L1",
895,15,,,,no,,4,L1,L1,
896,15,,,,no,,15,C1,C1,
897,15,,,,no,,10,6,6,
898,15,,,,no,,10,6,6,
899,15,,,,yes,RN131,2,"DAMP ENVIRONMENT, USE","DAMP ENVIRONMENT, USE",
900,15,,,,no,,1,AND WEATHERTIGHT BELL,AND WEATHERTIGHT BELL,
901,15,,,,no,,1,"SCALE : 1/8"" = 1'-0"" 1 WASH SHED - LIGHTING PLAN","SCALE : 1/8"" = 1'-0""
1
WASH SHED - LIGHTING PLAN",
902,15,,,,no,,1,COMPRESSION FITTINGS,COMPRESSION FITTINGS,
903,15,,,,no,,1,LIGHTING FIXTURE SCHEDULE,LIGHTING FIXTURE SCHEDULE,
904,15,,,,no,,8,2,2,
